shoulder_asymetry,head_tilt,head_forward,shoulder_rotation,torso_lean,torso_lean_side,shoulder_width,head_to_shoulder_ratio,avg_visibility,label,timestamp
0.010652899742126465,0.006468921899795532,0.010589778423309326,0.41711437702178955,0.36302945017814636,0.010859489440917969,0.41711437702178955,0.010589778423309326,0.9973652362823486,correct,2025-11-05T09:46:40.845753
0.012072086334228516,0.006067365407943726,0.007879063487052917,0.4181763529777527,0.36131203174591064,0.0091627836227417,0.4181763529777527,0.007879063487052917,0.9974918842315674,correct,2025-11-05T09:46:41.519837
0.012762248516082764,0.007131010293960571,0.005804926156997681,0.42999526858329773,0.3748661279678345,0.0077240318059921265,0.42999526858329773,0.005804926156997681,0.9976355195045471,correct,2025-11-05T09:46:42.206076
0.012962639331817627,0.006376981735229492,0.0037384331226348877,0.43690526485443115,0.3813658058643341,0.0031715035438537598,0.43690526485443115,0.0037384331226348877,0.9977141261100769,correct,2025-11-05T09:46:42.828207
0.019701778888702393,0.007757216691970825,0.009331434965133667,0.4380297362804413,0.37627214193344116,0.011574849486351013,0.4380297362804413,0.009331434965133667,0.9979563355445862,correct,2025-11-05T09:46:43.392070
0.018253087997436523,0.009018301963806152,0.013327673077583313,0.4342261254787445,0.37074950337409973,0.016700372099876404,0.4342261254787445,0.013327673077583313,0.9980533003807068,correct,2025-11-05T09:46:43.853704
0.02179419994354248,0.008145004510879517,0.00949297845363617,0.42586997151374817,0.37559929490089417,0.0030968040227890015,0.42586997151374817,0.00949297845363617,0.9976747989654541,correct,2025-11-05T09:46:44.551116
0.018277227878570557,0.008202224969863892,0.009626686573028564,0.41701510548591614,0.36897316575050354,0.006000235676765442,0.41701510548591614,0.009626686573028564,0.9976742625236511,correct,2025-11-05T09:46:45.047796
0.0125349760055542,0.0058851540088653564,0.008221372961997986,0.4272831976413727,0.3750390112400055,0.003813013434410095,0.4272831976413727,0.008221372961997986,0.9976878046989441,correct,2025-11-05T09:46:45.623619
0.009295821189880371,0.003638356924057007,0.007695674896240234,0.4291655123233795,0.3836360275745392,0.006885096430778503,0.4291655123233795,0.007695674896240234,0.9978024244308472,correct,2025-11-05T09:46:46.076324
0.0014749765396118164,0.004965275526046753,0.0065978169441223145,0.4347783923149109,0.3861714005470276,0.0052679479122161865,0.4347783923149109,0.0065978169441223145,0.9980822086334229,correct,2025-11-05T09:46:46.627534
0.0005486011505126953,0.00333598256111145,0.005443871021270752,0.44348016381263733,0.3932640254497528,0.005768224596977234,0.44348016381263733,0.005443871021270752,0.9977562069892884,correct,2025-11-05T09:46:47.136019
0.001556396484375,0.0008760690689086914,0.004897855222225189,0.43440593779087067,0.3941195607185364,0.0012764260172843933,0.43440593779087067,0.004897855222225189,0.9975257158279419,correct,2025-11-05T09:46:47.668093
0.002982914447784424,0.0009026229381561279,0.0022203847765922546,0.43887321650981903,0.39574339985847473,0.007626451551914215,0.43887321650981903,0.0022203847765922546,0.997206711769104,correct,2025-11-05T09:46:48.025497
0.0008061528205871582,0.00010004639625549316,0.0033085793256759644,0.43832361698150635,0.38855597376823425,0.00016033649444580078,0.43832361698150635,0.0033085793256759644,0.9970591545104981,correct,2025-11-05T09:46:48.478559
0.007397592067718506,0.001432657241821289,0.0012295395135879517,0.4407752454280853,0.39074668288230896,0.012311562895774841,0.4407752454280853,0.0012295395135879517,0.9968425869941712,correct,2025-11-05T09:46:48.839160
0.009007513523101807,0.002262294292449951,0.0008467063307762146,0.4421703964471817,0.3947717547416687,0.014582835137844086,0.4421703964471817,0.0008467063307762146,0.997343385219574,correct,2025-11-05T09:46:49.214171
0.00730210542678833,0.00299951434135437,0.005405530333518982,0.4404195547103882,0.39102837443351746,0.0029920339584350586,0.4404195547103882,0.005405530333518982,0.9975719928741456,correct,2025-11-05T09:46:49.572657
0.005274832248687744,0.0003623664379119873,0.004216670989990234,0.44551458954811096,0.3916037678718567,0.0008093267679214478,0.44551458954811096,0.004216670989990234,0.9975524544715881,correct,2025-11-05T09:46:49.897442
0.002189934253692627,0.0032532811164855957,0.004707895219326019,0.4409307390451431,0.3899253308773041,0.00367533415555954,0.4409307390451431,0.004707895219326019,0.9973782420158386,correct,2025-11-05T09:46:50.302596
0.008260250091552734,0.0025728940963745117,0.0016916245222091675,0.42449820041656494,0.38331523537635803,0.010830909013748169,0.42449820041656494,0.0016916245222091675,0.9969960451126099,correct,2025-11-05T09:46:50.682009
0.009388744831085205,0.00458720326423645,0.0003187805414199829,0.440534770488739,0.38088274002075195,0.011257082223892212,0.440534770488739,0.0003187805414199829,0.9969484686851502,correct,2025-11-05T09:46:51.054060
0.012400984764099121,0.006281763315200806,0.005294770002365112,0.43678799271583557,0.3808983266353607,0.0009280592203140259,0.43678799271583557,0.005294770002365112,0.9971747517585754,correct,2025-11-05T09:46:51.349494
0.019633769989013672,0.006979942321777344,0.006917238235473633,0.44207024574279785,0.38332757353782654,0.0010327696800231934,0.44207024574279785,0.006917238235473633,0.9976026058197022,correct,2025-11-05T09:46:51.740042
0.018537282943725586,0.007752537727355957,0.006888970732688904,0.44264084100723267,0.3851766884326935,0.0009136497974395752,0.44264084100723267,0.006888970732688904,0.9977077603340149,correct,2025-11-05T09:46:52.038702
0.01805734634399414,0.009633243083953857,0.00731775164604187,0.4419185519218445,0.38874897360801697,0.008140921592712402,0.4419185519218445,0.00731775164604187,0.9979763031005859,correct,2025-11-05T09:46:52.402336
0.01971679925918579,0.007834762334823608,0.007536709308624268,0.44304150342941284,0.390644907951355,0.00626373291015625,0.44304150342941284,0.007536709308624268,0.9981582641601563,correct,2025-11-05T09:46:52.695576
0.010104835033416748,0.002886146306991577,0.00523260235786438,0.4376831650733948,0.38981324434280396,0.007005244493484497,0.4376831650733948,0.00523260235786438,0.9982531189918518,correct,2025-11-05T09:46:52.999402
0.00890052318572998,0.004563808441162109,0.0033731162548065186,0.42913246154785156,0.38594669103622437,0.00914505124092102,0.42913246154785156,0.0033731162548065186,0.9980117440223694,correct,2025-11-05T09:46:53.372077
0.011240184307098389,0.008635014295578003,0.003724604845046997,0.439608097076416,0.3830924928188324,0.000756680965423584,0.439608097076416,0.003724604845046997,0.9978753328323364,correct,2025-11-05T09:46:53.702849
0.017813682556152344,0.010977685451507568,0.010610640048980713,0.44250380992889404,0.3835974633693695,0.015818476676940918,0.44250380992889404,0.010610640048980713,0.9981186628341675,correct,2025-11-05T09:46:54.025229
