shoulder_asymetry,head_tilt,head_forward,shoulder_rotation,torso_lean,torso_lean_side,shoulder_width,head_to_shoulder_ratio,avg_visibility,label,timestamp
0.00301206111907959,0.0036148428916931152,6.039440631866455e-05,0.5433759987354279,0.4374246597290039,0.0061132460832595825,0.5433759987354279,6.039440631866455e-05,0.9995456337928772,correct,2025-10-27T19:23:07.321816
0.0060898661613464355,0.0005127191543579102,0.0011987462639808655,0.5256909877061844,0.4236581027507782,0.00033546239137649536,0.5256909877061844,0.0011987462639808655,0.9997048377990723,correct,2025-10-27T19:23:09.936602
0.0009486079216003418,0.001524507999420166,0.0013247430324554443,0.5324629545211792,0.4295286238193512,0.00196075439453125,0.5324629545211792,0.0013247430324554443,0.9997099161148071,correct,2025-10-27T19:23:10.586290
0.0071947574615478516,0.0024712979793548584,0.0015183314681053162,0.5400898307561874,0.43550530076026917,0.0025194063782691956,0.5400898307561874,0.0015183314681053162,0.9997331500053406,correct,2025-10-27T19:23:11.139394
0.01029980182647705,0.006015807390213013,0.00040772557258605957,0.5400596857070923,0.430959552526474,0.0012677311897277832,0.5400596857070923,0.00040772557258605957,0.9997401833534241,correct,2025-10-27T19:23:11.581105
0.007729291915893555,0.006008148193359375,0.0016240105032920837,0.5495329350233078,0.44228073954582214,0.00024191290140151978,0.5495329350233078,0.0016240105032920837,0.9997374653816223,correct,2025-10-27T19:23:12.184659
0.00013071298599243164,0.0052814483642578125,0.0036883652210235596,0.5385759770870209,0.43982356786727905,0.004123255610466003,0.5385759770870209,0.0036883652210235596,0.9997357845306396,correct,2025-10-27T19:23:12.616700
0.006897687911987305,0.0049097537994384766,0.002102002501487732,0.5390359163284302,0.438549667596817,0.0003882944583892822,0.5390359163284302,0.002102002501487732,0.9997466325759887,correct,2025-10-27T19:23:13.334773
0.004351198673248291,0.00987902283668518,0.0025994181632995605,0.5402078032493591,0.43525058031082153,9.611248970031738e-05,0.5402078032493591,0.0025994181632995605,0.9997593402862549,correct,2025-10-27T19:23:13.968144
0.006697952747344971,0.006638020277023315,0.0009183958172798157,0.5361947268247604,0.4343637526035309,0.0036096349358558655,0.5361947268247604,0.0009183958172798157,0.9997345566749573,correct,2025-10-27T19:23:14.364900
0.0074024200439453125,0.006671786308288574,0.0005300641059875488,0.5342031121253967,0.4335133731365204,0.0041856467723846436,0.5342031121253967,0.0005300641059875488,0.9997504353523254,correct,2025-10-27T19:23:14.867272
0.017544150352478027,0.0040260255336761475,0.0027192160487174988,0.5270627290010452,0.426947683095932,0.005848221480846405,0.5270627290010452,0.0027192160487174988,0.9997239351272583,correct,2025-10-27T19:23:15.363860
0.017439603805541992,0.002586871385574341,0.0036857053637504578,0.5280283242464066,0.42389562726020813,0.0027663931250572205,0.5280283242464066,0.0036857053637504578,0.9996966242790222,correct,2025-10-27T19:23:15.835093
0.011733829975128174,0.0027055442333221436,0.0009673014283180237,0.5268953293561935,0.42107611894607544,0.0008951053023338318,0.5268953293561935,0.0009673014283180237,0.9996733784675598,correct,2025-10-27T19:23:16.250062
0.011913716793060303,0.005214899778366089,0.0027209892868995667,0.5273314863443375,0.4256061911582947,0.001825280487537384,0.5273314863443375,0.0027209892868995667,0.999665367603302,correct,2025-10-27T19:23:16.682296
0.00895601511001587,0.004253745079040527,0.0025390014052391052,0.5308949798345566,0.43191662430763245,0.00018852204084396362,0.5308949798345566,0.0025390014052391052,0.9996516823768615,correct,2025-10-27T19:23:17.034123
